prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
家で達也と哲也が歩いていたとき、哲也は珍しいネックレスを見つけ、すぐに,197,1,3,5,6,8,13,15,23,24,哲,達,哲,哲,達,達,ablation,達,0.3848,0.3848,0.0008
オフィスで彩と健太が歩いていたとき、健太は珍しいキスを見つけ、すぐに,185,1,5,6,7,9,14,16,23,24,健,彩,健,健,彩,彩,ablation,彩,0.5547,0.5547,0.0109
店で愛と陽菜が買い物をしていた。陽菜は素敵な飲み物を購入し、,222,1,3,4,5,7,12,14,22,23,陽,愛,陽,陽,愛,愛,ablation,店,0.4648,0.1826,0.008
レストランで優菜と彩が歩いていたとき、彩は珍しい骨を見つけ、すぐに,162,1,3,5,6,7,12,13,19,20,彩,優,彩,彩,優,優,ablation,優,0.4785,0.4785,0.0037
里奈と彩が病院で席に着いた。彩は熱いスナックを持ってきて、,399,1,1,3,4,5,14,15,23,24,彩,里,彩,彩,里,里,ablation,里,0.1963,0.1963,0.0012
病院で美羽と翼が歩いていたとき、翼は珍しいネックレスを見つけ、すぐに,181,1,4,6,7,8,13,14,22,23,翼,美,翼,翼,美,美,ablation,美,0.3848,0.3848,0.0062
病院で直樹と一輝が準備をしていた。一輝は余分なネックレスを持っていたので、,757,1,4,6,7,9,14,16,26,27,一,直,一,一,直,直,ablation,直,0.3105,0.3105,0.0239
一輝と達也は庭で休憩していた。達也は携帯の画面にあるコンピューターを表示し、,804,1,1,3,4,6,13,15,29,30,達,一,達,達,一,一,eval,一,0.373,0.373,0.0113
学校で美優と大輔が歩いていたとき、大輔は珍しいバスケットボールを見つけ、すぐに,171,1,3,5,6,8,13,15,23,24,大,美,大,大,美,美,ablation,美,0.4648,0.4648,0.0757
哲也と拓也は駅にいた。拓也は落ちていたスナックを拾い、,135,1,1,3,4,6,12,14,23,24,拓,哲,拓,拓,哲,哲,ablation,哲,0.8906,0.8906,0.0
庭で優菜と彩が乾杯しようとしていた。彩は冷えた骨を開け、,1018,1,3,5,6,7,14,15,21,22,彩,優,彩,彩,優,優,ablation,優,0.0527,0.0527,0.0009
陸と拓也がレストランで席に着いた。拓也は熱いコンピューターを持ってきて、,380,1,1,2,3,5,13,15,24,25,拓,陸,拓,拓,陸,陸,circuit,陸,0.0635,0.0635,0.0011
病院で千尋と美羽が本棚を見ていた。美羽は面白そうなネックレスを選び、,613,1,4,6,7,9,15,17,25,26,美,千,美,美,千,千,ablation,千,0.7891,0.7891,0.0088
陸と大輔が駅で席に着いた。大輔は熱いバスケットボールを持ってきて、,419,1,1,2,3,5,14,16,24,25,大,陸,大,大,陸,陸,ablation,陸,0.3086,0.3086,0.0032
店で涼太と亮が話していた。亮はコンピューターを取り出すと、,4,1,3,5,6,7,11,12,20,21,亮,涼,亮,亮,涼,涼,ablation,店,0.1128,0.05,0.0023
駅で亮と健太が準備をしていた。健太は余分なコンピューターを持っていたので、,780,1,4,5,6,8,13,15,26,27,健,亮,健,健,亮,亮,eval,亮,0.1123,0.1123,0.0052
病院の隅で亮と結衣が二人きりだった。結衣は衝撃的なネックレスを知り、こっそりと,541,1,6,7,8,10,16,18,34,35,結,亮,結,結,亮,亮,ablation,亮,0.5273,0.5273,0.009
学校で優花と哲也が本棚を見ていた。哲也は面白そうなスナックを選び、,607,1,3,5,6,8,14,16,24,25,哲,優,哲,哲,優,優,ablation,優,0.4766,0.4766,0.001
病院で拓也と陽菜が乾杯しようとしていた。陽菜は冷えた指輪を開け、,1040,1,4,6,7,9,16,18,25,26,陽,拓,陽,陽,拓,拓,ablation,指,0.1504,0.0554,0.0055
駅の隅で翼と健太が二人きりだった。健太は衝撃的なネックレスを知り、こっそりと,565,1,6,7,8,10,16,18,34,35,健,翼,健,健,翼,翼,ablation,翼,0.1885,0.1885,0.0371
山で健太と陽菜が歩いていたとき、陽菜は珍しい骨を見つけ、すぐに,210,1,3,5,6,8,13,15,21,22,陽,健,陽,陽,健,健,eval,健,0.3594,0.3594,0.004
庭で優菜と翔太が練習していた。翔太はキスをキャッチすると、力強く,297,1,3,5,6,8,13,15,24,25,翔,優,翔,翔,優,優,ablation,優,0.0415,0.0415,0.0153
駅で哲也と大輔が帰り支度をしていた。大輔は車のスナックを見つけ、,927,1,4,6,7,9,16,18,25,26,大,哲,大,大,哲,哲,eval,哲,0.2637,0.2637,0.019
レストランで愛と拓也が乾杯しようとしていた。拓也は冷えた飲み物を開け、,1030,1,3,4,5,7,14,16,23,24,拓,愛,拓,拓,愛,愛,ablation,愛,0.1318,0.1318,0.0021
美優と大輔は家にいた。大輔は落ちていた飲み物を拾い、,126,1,1,3,4,6,11,13,21,22,大,美,大,大,美,美,ablation,美,0.498,0.498,0.0081
病院の隅で七海と哲也が二人きりだった。哲也は衝撃的なコンピューターを知り、こっそりと,540,1,6,8,9,11,17,19,36,37,哲,七,哲,哲,七,七,ablation,七,0.2637,0.2637,0.0055
学校で達也と陽菜が買い物をしていた。陽菜は素敵なコンピューターを購入し、,244,1,3,5,6,8,13,15,25,26,陽,達,陽,陽,達,達,ablation,達,0.5312,0.5312,0.0043
レストランで彩と哲也が歩いていたとき、哲也は珍しいバスケットボールを見つけ、すぐに,163,1,3,4,5,7,12,14,22,23,哲,彩,哲,哲,彩,彩,ablation,彩,0.6367,0.6367,0.0026
庭で大輔と翔太が乾杯しようとしていた。翔太は冷えたネックレスを開け、,1021,1,3,5,6,8,15,17,25,26,翔,大,翔,翔,大,大,ablation,庭,0.054,0.0176,0.0002
一輝と結衣はレストランで修理をしていた。結衣は近くにあった飲み物を掴み、,670,1,1,3,4,6,13,15,24,25,結,一,結,結,一,一,ablation,一,0.3301,0.3301,0.003
亮と結衣は駅で修理をしていた。結衣は近くにあった指輪を掴み、,704,1,1,2,3,5,13,15,24,25,結,亮,結,結,亮,亮,ablation,亮,0.332,0.332,0.0024
オフィスで翼と達也が話していた。達也は飲み物を取り出すと、,46,1,5,6,7,9,13,15,21,22,達,翼,達,達,翼,翼,ablation,翼,0.1816,0.1816,0.0007
七海と愛がオフィスで席に着いた。愛は熱いバスケットボールを持ってきて、,403,1,1,3,4,5,15,16,24,25,愛,七,愛,愛,七,七,ablation,七,0.4551,0.4551,0.0045
学校で亮と拓也が帰り支度をしていた。拓也は車のコンピューターを見つけ、,892,1,3,4,5,7,14,16,24,25,拓,亮,拓,拓,亮,亮,ablation,亮,0.1367,0.1367,0.0002
庭で直人と翔太が話していた。翔太は飲み物を取り出すと、,14,1,3,5,5,7,11,13,19,20,翔,直,翔,翔,直,直,ablation,庭,0.2188,0.1699,0.0009
学校で涼太と葵が帰り支度をしていた。葵は車のキスを見つけ、,889,1,3,5,6,7,14,15,21,22,葵,涼,葵,葵,涼,涼,ablation,涼,0.0588,0.0588,0.0055
亮と翔太は家で休憩していた。翔太は携帯の画面にある指輪を表示し、,840,1,1,2,3,5,12,14,26,27,翔,亮,翔,翔,亮,亮,ablation,亮,0.4512,0.4512,0.0073
愛と健太は駅にいた。健太は落ちていた指輪を拾い、,128,1,1,2,3,5,11,13,21,22,健,愛,健,健,愛,愛,eval,愛,0.6836,0.6836,0.0002
家で哲也と愛が仕事をしていた。愛は新しいバスケットボールを作成し、その内容を,483,1,3,5,6,7,11,12,23,24,愛,哲,愛,愛,哲,哲,ablation,哲,0.1855,0.1855,0.0041
優菜と翼は店で休憩していた。翼は携帯の画面にあるコンピューターを表示し、,796,1,1,3,4,5,12,13,27,28,翼,優,翼,翼,優,優,ablation,優,0.5078,0.5078,0.0056
庭で大輔と翔太が歩いていたとき、翔太は珍しい骨を見つけ、すぐに,154,1,3,5,6,8,13,15,21,22,翔,大,翔,翔,大,大,ablation,庭,0.4102,0.125,0.0009
病院で美優と亮が帰り支度をしていた。亮は車のキスを見つけ、,897,1,4,6,7,8,15,16,22,23,亮,美,亮,亮,美,美,ablation,美,0.2207,0.2207,0.0046
オフィスで涼太と健太が仕事をしていた。健太は新しい骨を作成し、その内容を,474,1,5,7,8,10,14,16,25,26,健,涼,健,健,涼,涼,ablation,涼,0.2139,0.2139,0.0057
山で達也と哲也が買い物をしていた。哲也は素敵なコンピューターを購入し、,284,1,3,5,6,8,13,15,25,26,哲,達,哲,哲,達,達,ablation,山,0.5312,0.1182,0.0004
レストランの隅で拓也と大輔が二人きりだった。大輔は衝撃的な骨を知り、こっそりと,522,1,5,7,8,10,16,18,32,33,大,拓,大,大,拓,拓,ablation,拓,0.2002,0.2002,0.0175
病院で彩と翔太が本棚を見ていた。翔太は面白そうなスナックを選び、,615,1,4,5,6,8,14,16,24,25,翔,彩,翔,翔,彩,彩,ablation,彩,0.5234,0.5234,0.0035
優花と陽菜が駅で席に着いた。陽菜は熱いキスを持ってきて、,417,1,1,3,4,6,15,17,24,25,陽,優,陽,陽,優,優,eval,優,0.5508,0.5508,0.0061
山で智也と美月が準備をしていた。美月は余分な指輪を持っていたので、,784,1,3,5,6,8,13,15,24,25,美,智,美,美,智,智,circuit,山,0.3789,0.0425,0.0228
オフィスで直人と拓也が買い物をしていた。拓也は素敵な骨を購入し、,258,1,5,7,7,9,14,16,23,24,拓,直,拓,拓,直,直,ablation,直,0.582,0.582,0.0003
駅で愛と拓也が仕事をしていた。拓也は新しいバスケットボールを作成し、その内容を,491,1,4,5,6,8,12,14,25,26,拓,愛,拓,拓,愛,愛,eval,愛,0.1523,0.1523,0.0092
翼と大輔は山で休憩していた。大輔は携帯の画面にあるキスを表示し、,857,1,1,2,3,5,12,14,26,27,大,翼,大,大,翼,翼,ablation,翼,0.7578,0.7578,0.0035
一輝と愛は家の図書館にいた。愛は借りていた骨を読み終え、,986,1,1,3,4,5,14,15,23,24,愛,一,愛,愛,一,一,ablation,一,0.2168,0.2168,0.0023
病院で亮と陽菜が仕事をしていた。陽菜は新しい骨を作成し、その内容を,466,1,4,5,6,8,12,14,23,24,陽,亮,陽,陽,亮,亮,ablation,亮,0.208,0.208,0.0161
駅で直樹と達也が帰り支度をしていた。達也は車のキスを見つけ、,921,1,4,6,7,9,16,18,24,25,達,直,達,達,直,直,ablation,直,0.1318,0.1318,0.0167
オフィスで七海と美優が乾杯しようとしていた。美優は冷えた骨を開け、,1050,1,5,7,8,10,17,19,25,26,美,七,美,美,七,七,eval,七,0.2021,0.2021,0.0129
一輝と結衣はオフィスで休憩していた。結衣は携帯の画面にあるスナックを表示し、,839,1,1,3,4,6,15,17,30,31,結,一,結,結,一,一,ablation,一,0.3496,0.3496,0.0077
学校で結衣と健太が乾杯しようとしていた。健太は冷えたコンピューターを開け、,1036,1,3,5,6,8,15,17,26,27,健,結,健,健,結,結,eval,結,0.0669,0.0669,0.0038
病院で健太と大輔が歩いていたとき、大輔は珍しいネックレスを見つけ、すぐに,181,1,4,6,7,9,14,16,24,25,大,健,大,大,健,健,ablation,健,0.5,0.5,0.0266
学校で亮と拓也が乾杯しようとしていた。拓也は冷えたバスケットボールを開け、,1035,1,3,4,5,7,14,16,24,25,拓,亮,拓,拓,亮,亮,ablation,亮,0.1309,0.1309,0.0001
店で翼と結衣が本棚を見ていた。結衣は面白そうなネックレスを選び、,581,1,3,4,5,7,13,15,23,24,結,翼,結,結,翼,翼,circuit,翼,0.3145,0.3145,0.0089
駅で翼と大輔が帰り支度をしていた。大輔は車のスナックを見つけ、,927,1,4,5,6,8,15,17,24,25,大,翼,大,大,翼,翼,ablation,翼,0.3652,0.3652,0.0142
美優と翔太はレストランで修理をしていた。翔太は近くにあったコンピューターを掴み、,668,1,1,3,4,6,13,15,26,27,翔,美,翔,翔,美,美,ablation,美,0.4414,0.4414,0.002
山で聡と里奈が本棚を見ていた。里奈は面白そうなコンピューターを選び、,644,1,3,5,6,8,14,16,25,26,里,�,里,里,�,�,ablation,山,0.3359,0.0,0.0018
駅の隅で七海と愛が二人きりだった。愛は衝撃的なコンピューターを知り、こっそりと,564,1,6,8,9,10,16,17,34,35,愛,七,愛,愛,七,七,ablation,七,0.2617,0.2617,0.0515
学校で愛と陽菜が仕事をしていた。陽菜は新しい飲み物を作成し、その内容を,462,1,3,4,5,7,11,13,23,24,陽,愛,陽,陽,愛,愛,ablation,愛,0.1738,0.1738,0.0172
レストランで一輝と健太が歩いていたとき、健太は珍しいキスを見つけ、すぐに,161,1,3,5,6,8,13,15,22,23,健,一,健,健,一,一,ablation,一,0.1338,0.1338,0.017
オフィスで直人と陽菜が話していた。陽菜はスナックを取り出すと、,47,1,5,7,7,9,13,15,22,23,陽,直,陽,陽,直,直,eval,直,0.0825,0.0825,0.0034
レストランで和也と結衣が乾杯しようとしていた。結衣は冷えたバスケットボールを開け、,1027,1,3,5,6,8,15,17,25,26,結,和,結,結,和,和,ablation,和,0.1406,0.1406,0.0003
山で愛と翔太が本棚を見ていた。翔太は面白そうなバスケットボールを選び、,643,1,3,4,5,7,13,15,23,24,翔,愛,翔,翔,愛,愛,ablation,山,0.6289,0.1235,0.0033
店で哲也と亮が仕事をしていた。亮は新しいコンピューターを作成し、その内容を,436,1,3,5,6,7,11,12,24,25,亮,哲,亮,亮,哲,哲,ablation,店,0.2832,0.0669,0.0006
学校で美優と愛が買い物をしていた。愛は素敵なキスを購入し、,241,1,3,5,6,7,12,13,21,22,愛,美,愛,愛,美,美,ablation,美,0.5898,0.5898,0.0079
庭で美優と亮が仕事をしていた。亮は新しい指輪を作成し、その内容を,440,1,3,5,6,7,11,12,22,23,亮,美,亮,亮,美,美,ablation,美,0.4414,0.4414,0.0028
陽菜と翔太は病院で休憩していた。翔太は携帯の画面にあるバスケットボールを表示し、,827,1,1,3,4,6,14,16,29,30,翔,陽,翔,翔,陽,陽,ablation,陽,0.3672,0.3672,0.0005
オフィスの隅で葵と美優が二人きりだった。美優は衝撃的なキスを知り、こっそりと,545,1,7,8,9,11,17,19,34,35,美,葵,美,美,葵,葵,ablation,葵,0.3965,0.3965,0.0154
彩と涼太は学校にいた。涼太は落ちていたネックレスを拾い、,101,1,1,2,3,5,10,12,21,22,涼,彩,涼,涼,彩,彩,ablation,彩,0.7344,0.7344,0.0025
学校で美優と陽菜が本棚を見ていた。陽菜は面白そうな骨を選び、,602,1,3,5,6,8,14,16,22,23,陽,美,陽,陽,美,美,circuit,美,0.4746,0.4746,0.0053
病院で里奈と達也が練習していた。達也は飲み物をキャッチすると、力強く,326,1,4,6,7,9,14,16,25,26,達,里,達,達,里,里,ablation,投,0.105,0.0001,0.0002
家で拓也と結衣が準備をしていた。結衣は余分なスナックを持っていたので、,775,1,3,5,6,8,13,15,25,26,結,拓,結,結,拓,拓,ablation,家,0.0884,0.0537,0.0571
家で美優と亮が話していた。亮は骨を取り出すと、,50,1,3,5,6,7,11,12,17,18,亮,美,亮,亮,美,美,ablation,美,0.2715,0.2715,0.0077
家で優花と七海が準備をしていた。七海は余分なキスを持っていたので、,769,1,3,5,6,8,13,15,24,25,七,優,七,七,優,優,ablation,優,0.2832,0.2832,0.0181
七海と拓也は山の図書館にいた。拓也は借りていたネックレスを読み終え、,1005,1,1,3,4,6,16,18,28,29,拓,七,拓,拓,七,七,ablation,七,0.4258,0.4258,0.0004
レストランで翼と達也が帰り支度をしていた。達也は車の飲み物を見つけ、,886,1,3,4,5,7,14,16,22,23,達,翼,達,達,翼,翼,ablation,翼,0.1924,0.1924,0.0026
さくらと亮は病院にいた。亮は落ちていたバスケットボールを拾い、,107,1,1,4,5,6,12,13,22,23,亮,さ,亮,亮,さ,さ,circuit,さ,0.5703,0.5703,0.0014
山の隅で愛と健太が二人きりだった。健太は衝撃的な飲み物を知り、こっそりと,574,1,5,6,7,9,15,17,32,33,健,愛,健,健,愛,愛,ablation,愛,0.3555,0.3555,0.0166
家の隅で翼と一輝が二人きりだった。一輝は衝撃的なバスケットボールを知り、こっそりと,555,1,4,5,6,8,14,16,32,33,一,翼,一,一,翼,翼,eval,翼,0.1196,0.1196,0.0439
駅で愛と結衣が買い物をしていた。結衣は素敵なキスを購入し、,273,1,4,5,6,8,13,15,23,24,結,愛,結,結,愛,愛,ablation,愛,0.4707,0.4707,0.0182
葵と哲也は庭で修理をしていた。哲也は近くにあったバスケットボールを掴み、,659,1,1,2,3,5,12,14,24,25,哲,葵,哲,哲,葵,葵,ablation,葵,0.1396,0.1396,0.0008
七海と美優は山の図書館にいた。美優は借りていた指輪を読み終え、,1000,1,1,3,4,6,16,18,27,28,美,七,美,美,七,七,circuit,七,0.3711,0.3711,0.0099
家で結衣と陽菜が仕事をしていた。陽菜は新しいネックレスを作成し、その内容を,485,1,3,5,6,8,12,14,25,26,陽,結,陽,陽,結,結,ablation,結,0.1982,0.1982,0.0093
店で涼太と翔太が帰り支度をしていた。翔太は車の指輪を見つけ、,864,1,3,5,6,8,15,17,23,24,翔,涼,翔,翔,涼,涼,ablation,店,0.1914,0.0583,0.0058
レストランの隅で亮と翔太が二人きりだった。翔太は衝撃的なスナックを知り、こっそりと,527,1,5,6,7,9,15,17,33,34,翔,亮,翔,翔,亮,亮,circuit,亮,0.3906,0.3906,0.003
哲也と翔太は山にいた。翔太は落ちていたバスケットボールを拾い、,139,1,1,3,4,6,11,13,22,23,翔,哲,翔,翔,哲,哲,ablation,哲,0.7539,0.7539,0.0012
美月と翔太は駅で修理をしていた。翔太は近くにあった指輪を掴み、,704,1,1,3,4,6,14,16,25,26,翔,美,翔,翔,美,美,ablation,美,0.4961,0.4961,0.0024
拓也と翔太は学校で修理をしていた。翔太は近くにあったネックレスを掴み、,677,1,1,3,4,6,13,15,25,26,翔,拓,翔,翔,拓,拓,ablation,拓,0.6367,0.6367,0.0033
店で葵と達也が帰り支度をしていた。達也は車の骨を見つけ、,866,1,3,4,5,7,14,16,21,22,達,葵,達,達,葵,葵,circuit,葵,0.1211,0.1211,0.0014
