prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
庭で結衣と翔太が買い物をしていた。翔太は素敵なバスケットボールを購入し、,227,1,3,5,6,8,13,15,25,翔,結,翔,翔,結,結,ablation,結,0.7695,0.7695,0.0049
里奈と亮が店で席に着いた。亮は熱い指輪を持ってきて、,360,1,1,3,4,5,13,14,22,亮,里,亮,亮,里,里,eval,里,0.1514,0.1514,0.0019
庭で優菜と達也が帰り支度をしていた。達也は車のコンピューターを見つけ、,876,1,3,5,6,8,15,17,26,達,優,達,達,優,優,circuit,優,0.0786,0.0786,0.006
学校で優花と哲也が仕事をしていた。哲也は新しいネックレスを作成し、その内容を,461,1,3,5,6,8,12,14,26,哲,優,哲,哲,優,優,ablation,優,0.5977,0.5977,0.0002
オフィスでさくらと亮が準備をしていた。亮は余分なネックレスを持っていたので、,765,1,5,8,9,10,15,16,27,亮,さ,亮,亮,さ,さ,ablation,さ,0.1196,0.1196,0.0388
家で葵と七海が仕事をしていた。七海は新しいキスを作成し、その内容を,481,1,3,4,5,7,11,13,24,七,葵,七,七,葵,葵,ablation,葵,0.1475,0.1475,0.0047
直樹と愛は家で休憩していた。愛は携帯の画面にある飲み物を表示し、,846,1,1,3,4,5,12,13,26,愛,直,愛,愛,直,直,ablation,直,0.3926,0.3926,0.0082
庭で愛と健太が帰り支度をしていた。健太は車のバスケットボールを見つけ、,875,1,3,4,5,7,14,16,24,健,愛,健,健,愛,愛,ablation,愛,0.165,0.165,0.0072
愛と結衣は家にいた。結衣は落ちていたキスを拾い、,121,1,1,2,3,5,10,12,21,結,愛,結,結,愛,愛,ablation,愛,0.5117,0.5117,0.0073
七海と結衣がオフィスで席に着いた。結衣は熱いキスを持ってきて、,401,1,1,3,4,6,16,18,26,結,七,結,結,七,七,eval,七,0.5586,0.5586,0.0024
陽菜と翔太はオフィスにいた。翔太は落ちていたコンピューターを拾い、,116,1,1,3,4,6,13,15,26,翔,陽,翔,翔,陽,陽,ablation,陽,0.2598,0.2598,0.0001
駅で優菜と大輔が話していた。大輔は指輪を取り出すと、,56,1,4,6,7,9,13,15,22,大,優,大,大,優,優,ablation,優,0.4453,0.4453,0.0072
亮と結衣は病院にいた。結衣は落ちていたバスケットボールを拾い、,107,1,1,2,3,5,11,13,23,結,亮,結,結,亮,亮,ablation,亮,0.4082,0.4082,0.0016
レストランで陽菜と大輔が乾杯しようとしていた。大輔は冷えたバスケットボールを開け、,1027,1,3,5,6,8,15,17,26,大,陽,大,大,陽,陽,eval,陽,0.127,0.127,0.0067
和也と哲也は病院で修理をしていた。哲也は近くにあった指輪を掴み、,680,1,1,3,4,6,14,16,26,哲,和,哲,哲,和,和,circuit,和,0.2148,0.2148,0.0042
直人と陽菜が庭で席に着いた。陽菜は熱い骨を持ってきて、,370,1,1,3,3,5,13,15,22,陽,直,陽,陽,直,直,ablation,直,0.4707,0.4707,0.0018
愛と結衣は学校で修理をしていた。結衣は近くにあったキスを掴み、,673,1,1,2,3,5,12,14,24,結,愛,結,結,愛,愛,ablation,愛,0.5391,0.5391,0.0068
駅で直樹と達也が帰り支度をしていた。達也は車のキスを見つけ、,921,1,4,6,7,9,16,18,25,達,直,達,達,直,直,ablation,直,0.1289,0.1289,0.0164
陽菜と翔太は庭で休憩していた。翔太は携帯の画面にあるスナックを表示し、,807,1,1,3,4,6,13,15,29,翔,陽,翔,翔,陽,陽,ablation,陽,0.3848,0.3848,0.0004
学校で翼と達也が帰り支度をしていた。達也は車のコンピューターを見つけ、,892,1,3,4,5,7,14,16,25,達,翼,達,達,翼,翼,ablation,翼,0.1924,0.1924,0.0079
未来と拓也は学校にいた。拓也は落ちていたコンピューターを拾い、,100,1,1,2,3,5,10,12,23,拓,未来,拓,拓,未来,未来,ablation,未来,0.2695,0.2695,0.0012
結衣と健太はオフィスにいた。健太は落ちていたコンピューターを拾い、,116,1,1,3,4,6,13,15,26,健,結,健,健,結,結,ablation,結,0.6758,0.6758,0.0008
七海と達也が山で席に着いた。達也は熱いキスを持ってきて、,425,1,1,3,4,6,14,16,24,達,七,達,達,七,七,circuit,七,0.4395,0.4395,0.0017
健太と陽菜は山にいた。陽菜は落ちていた指輪を拾い、,136,1,1,3,4,6,11,13,22,陽,健,陽,陽,健,健,ablation,健,0.5664,0.5664,0.0025
拓也と結衣は駅で修理をしていた。結衣は近くにあったキスを掴み、,705,1,1,3,4,6,14,16,26,結,拓,結,結,拓,拓,ablation,拓,0.832,0.832,0.0006
駅で美月と結衣が歩いていたとき、結衣は珍しいコンピューターを見つけ、すぐに,204,1,4,6,7,9,14,16,26,結,美,結,結,美,美,ablation,美,0.2461,0.2461,0.0294
レストランで楓と一輝が買い物をしていた。一輝は素敵なコンピューターを購入し、,236,1,3,5,6,8,13,15,26,一,�,一,一,�,�,circuit,�,0.2051,0.0,0.0552
オフィスで和也と亮が帰り支度をしていた。亮は車のバスケットボールを見つけ、,907,1,5,7,8,9,16,17,25,亮,和,亮,亮,和,和,eval,和,0.1543,0.1543,0.0027
病院で大輔と翔太が練習していた。翔太はバスケットボールをキャッチすると、力強く,323,1,4,6,7,9,14,16,27,翔,大,翔,翔,大,大,ablation,投,0.1143,0.0031,0.0014
山で一輝と達也が準備をしていた。達也は余分なキスを持っていたので、,785,1,3,5,6,8,13,15,25,達,一,達,達,一,一,ablation,山,0.1777,0.1572,0.0156
優菜と翔太が庭で席に着いた。翔太は熱いバスケットボールを持ってきて、,371,1,1,3,4,6,14,16,25,翔,優,翔,翔,優,優,ablation,優,0.4609,0.4609,0.0035
オフィスで葵と七海が話していた。七海はバスケットボールを取り出すと、,43,1,5,6,7,9,13,15,23,七,葵,七,七,葵,葵,ablation,葵,0.5156,0.5156,0.0031
店で健太と翔太が帰り支度をしていた。翔太は車のキスを見つけ、,865,1,3,5,6,8,15,17,24,翔,健,翔,翔,健,健,ablation,健,0.1641,0.1641,0.0053
陸と一輝がレストランで席に着いた。一輝は熱い飲み物を持ってきて、,382,1,1,2,3,5,13,15,23,一,陸,一,一,陸,陸,ablation,陸,0.3184,0.3184,0.0203
さくらと亮は山の図書館にいた。亮は借りていた指輪を読み終え、,1000,1,1,4,5,6,16,17,27,亮,さ,亮,亮,さ,さ,ablation,さ,0.5156,0.5156,0.0009
駅で葵と拓也が仕事をしていた。拓也は新しいコンピューターを作成し、その内容を,492,1,4,5,6,8,12,14,27,拓,葵,拓,拓,葵,葵,ablation,葵,0.0854,0.0854,0.0003
直人と健太がオフィスで席に着いた。健太は熱いキスを持ってきて、,401,1,1,3,3,5,15,17,25,健,直,健,健,直,直,circuit,直,0.582,0.582,0.0029
学校の隅で直樹と葵が二人きりだった。葵は衝撃的なキスを知り、こっそりと,529,1,5,7,8,9,15,16,32,葵,直,葵,葵,直,直,ablation,直,0.2812,0.2812,0.0028
山で愛と大輔が買い物をしていた。大輔は素敵なネックレスを購入し、,285,1,3,4,5,7,12,14,24,大,愛,大,大,愛,愛,ablation,山,0.7812,0.0684,0.0195
山で美月と達也が本棚を見ていた。達也は面白そうな飲み物を選び、,646,1,3,5,6,8,14,16,24,達,美,達,達,美,美,circuit,山,0.3906,0.2852,0.0032
病院で美月と拓也が仕事をしていた。拓也は新しい指輪を作成し、その内容を,464,1,4,6,7,9,13,15,26,拓,美,拓,拓,美,美,ablation,美,0.5391,0.5391,0.0077
オフィスでさくらと亮が帰り支度をしていた。亮は車のコンピューターを見つけ、,908,1,5,8,9,10,17,18,27,亮,さ,亮,亮,さ,さ,ablation,さ,0.1543,0.1543,0.0044
美優と翔太は学校の図書館にいた。翔太は借りていた指輪を読み終え、,960,1,1,3,4,6,16,18,28,翔,美,翔,翔,美,美,ablation,美,0.5742,0.5742,0.0014
オフィスで葵と陽菜が仕事をしていた。陽菜は新しいバスケットボールを作成し、その内容を,475,1,5,6,7,9,13,15,27,陽,葵,陽,陽,葵,葵,ablation,葵,0.3594,0.3594,0.009
病院で大輔と翔太が買い物をしていた。翔太は素敵な指輪を購入し、,248,1,4,6,7,9,14,16,25,翔,大,翔,翔,大,大,ablation,大,0.377,0.377,0.0019
結衣と大輔が庭で席に着いた。大輔は熱いキスを持ってきて、,369,1,1,3,4,6,14,16,24,大,結,大,大,結,結,ablation,結,0.6953,0.6953,0.0106
さくらと亮が庭で席に着いた。亮は熱いキスを持ってきて、,369,1,1,4,5,6,14,15,23,亮,さ,亮,亮,さ,さ,ablation,さ,0.7852,0.7852,0.0009
病院で翼と一輝が乾杯しようとしていた。一輝は冷えた骨を開け、,1042,1,4,5,6,8,15,17,24,一,翼,一,一,翼,翼,ablation,翼,0.127,0.127,0.0104
店で大輔と翔太が帰り支度をしていた。翔太は車の飲み物を見つけ、,870,1,3,5,6,8,15,17,24,翔,大,翔,翔,大,大,ablation,店,0.21,0.127,0.0017
店で美羽と一輝が乾杯しようとしていた。一輝は冷えたキスを開け、,1009,1,3,5,6,8,15,17,25,一,美,一,一,美,美,ablation,美,0.4043,0.4043,0.0243
駅で葵と結衣が準備をしていた。結衣は余分な指輪を持っていたので、,776,1,4,5,6,8,13,15,25,結,葵,結,結,葵,葵,ablation,葵,0.3477,0.3477,0.0471
涼太と拓也は山の図書館にいた。拓也は借りていた飲み物を読み終え、,1006,1,1,3,4,6,16,18,28,拓,涼,拓,拓,涼,涼,ablation,涼,0.7891,0.7891,0.0
庭で哲也と陽菜が準備をしていた。陽菜は余分な骨を持っていたので、,730,1,3,5,6,8,13,15,24,陽,哲,陽,陽,哲,哲,ablation,庭,0.2305,0.0061,0.0035
オフィスで優菜と一輝が練習していた。一輝はネックレスをキャッチすると、力強く,333,1,5,7,8,10,15,17,28,一,優,一,一,優,優,eval,振り,0.0398,0.0101,0.031
駅で亮と陽菜が帰り支度をしていた。陽菜は車の骨を見つけ、,922,1,4,5,6,8,15,17,23,陽,亮,陽,陽,亮,亮,ablation,亮,0.2754,0.2754,0.0121
花と優菜は病院で修理をしていた。優菜は近くにあったキスを掴み、,681,1,1,2,3,5,13,15,25,優,花,優,優,花,花,ablation,花,0.3848,0.3848,0.0192
レストランで七海と亮が買い物をしていた。亮は素敵なバスケットボールを購入し、,235,1,3,5,6,7,12,13,23,亮,七,亮,亮,七,七,ablation,七,0.6992,0.6992,0.0003
葵と翔太は山の図書館にいた。翔太は借りていた骨を読み終え、,1002,1,1,2,3,5,15,17,26,翔,葵,翔,翔,葵,葵,ablation,葵,0.1543,0.1543,0.0007
駅で健太と大輔が本棚を見ていた。大輔は面白そうなコンピューターを選び、,636,1,4,6,7,9,15,17,27,大,健,大,大,健,健,ablation,健,0.4746,0.4746,0.0143
学校で翼と陽菜が練習していた。陽菜はキスをキャッチすると、力強く,313,1,3,4,5,7,12,14,24,陽,翼,陽,陽,翼,翼,ablation,キ,0.054,0.0225,0.0057
病院で愛と大輔が話していた。大輔は飲み物を取り出すと、,38,1,4,5,6,8,12,14,21,大,愛,大,大,愛,愛,ablation,病,0.1875,0.0737,0.0254
山で健太と陽菜が練習していた。陽菜はネックレスをキャッチすると、力強く,357,1,3,5,6,8,13,15,26,陽,健,陽,陽,健,健,circuit,振り,0.0383,0.0012,0.0018
家で陽菜と翔太が帰り支度をしていた。翔太は車のネックレスを見つけ、,917,1,3,5,6,8,15,17,25,翔,陽,翔,翔,陽,陽,ablation,家,0.1641,0.0087,0.0032
美優と拓也は病院で休憩していた。拓也は携帯の画面にあるネックレスを表示し、,829,1,1,3,4,6,14,16,30,拓,美,拓,拓,美,美,circuit,美,0.5312,0.5312,0.0004
山で大輔と翔太が仕事をしていた。翔太は新しいキスを作成し、その内容を,497,1,3,5,6,8,12,14,25,翔,大,翔,翔,大,大,ablation,山,0.2754,0.1895,0.0002
七海と哲也が学校で席に着いた。哲也は熱いネックレスを持ってきて、,389,1,1,3,4,6,14,16,25,哲,七,哲,哲,七,七,ablation,七,0.5391,0.5391,0.0009
学校で葵と健太が練習していた。健太はキスをキャッチすると、力強く,313,1,3,4,5,7,12,14,24,健,葵,健,健,葵,葵,ablation,キ,0.0728,0.0442,0.0056
哲也と拓也が学校で席に着いた。拓也は熱いネックレスを持ってきて、,389,1,1,3,4,6,14,16,25,拓,哲,拓,拓,哲,哲,ablation,哲,0.6914,0.6914,0.0002
病院で七海と亮が乾杯しようとしていた。亮は冷えたコンピューターを開け、,1044,1,4,6,7,8,15,16,26,亮,七,亮,亮,七,七,ablation,七,0.1484,0.1484,0.0003
駅の隅で優花と美優が二人きりだった。美優は衝撃的な指輪を知り、こっそりと,560,1,6,8,9,11,17,19,35,美,優,美,美,優,優,eval,優,0.3984,0.3984,0.0239
駅で剛と拓也が帰り支度をしていた。拓也は車のバスケットボールを見つけ、,923,1,4,5,6,8,15,17,25,拓,剛,拓,拓,剛,剛,ablation,その,0.0417,0.0135,0.0004
家で翼と七海が本棚を見ていた。七海は面白そうな飲み物を選び、,630,1,3,4,5,7,13,15,23,七,翼,七,七,翼,翼,eval,翼,0.3848,0.3848,0.0038
店で彩と優花が準備をしていた。優花は余分な指輪を持っていたので、,720,1,3,4,5,7,12,14,24,優,彩,優,優,彩,彩,eval,彩,0.332,0.332,0.0374
剛と美優はレストランで修理をしていた。美優は近くにあった指輪を掴み、,664,1,1,2,3,5,12,14,24,美,剛,美,美,剛,剛,ablation,美,0.0481,0.0242,0.0481
庭で直樹と葵が買い物をしていた。葵は素敵なネックレスを購入し、,229,1,3,5,6,7,12,13,23,葵,直,葵,葵,直,直,ablation,直,0.6914,0.6914,0.0001
哲也と陽菜は家にいた。陽菜は落ちていたキスを拾い、,121,1,1,3,4,6,11,13,22,陽,哲,陽,陽,哲,哲,ablation,哲,0.7461,0.7461,0.0012
庭で亮と大輔が話していた。大輔はスナックを取り出すと、,15,1,3,4,5,7,11,13,21,大,亮,大,大,亮,亮,ablation,亮,0.1836,0.1836,0.0117
庭でさくらと亮が歩いていたとき、亮は珍しいネックレスを見つけ、すぐに,157,1,3,6,7,8,13,14,23,亮,さ,亮,亮,さ,さ,ablation,庭,0.4102,0.0038,0.0459
オフィスで一輝と七海が本棚を見ていた。七海は面白そうなキスを選び、,617,1,5,7,8,10,16,18,26,七,一,七,七,一,一,ablation,一,0.375,0.375,0.0121
亮と結衣がレストランで席に着いた。結衣は熱いネックレスを持ってきて、,381,1,1,2,3,5,13,15,24,結,亮,結,結,亮,亮,eval,亮,0.4199,0.4199,0.0013
家で翼と美優が仕事をしていた。美優は新しいコンピューターを作成し、その内容を,484,1,3,4,5,7,11,13,26,美,翼,美,美,翼,翼,ablation,翼,0.2432,0.2432,0.0352
駅で楓と大輔が帰り支度をしていた。大輔は車のネックレスを見つけ、,925,1,1,3,7,9,16,18,26,大,�,大,大,�,�,circuit,大,0.0635,0.0,0.0635
レストランで達也と翔太が仕事をしていた。翔太は新しいスナックを作成し、その内容を,455,1,3,5,6,8,12,14,26,翔,達,翔,翔,達,達,ablation,達,0.4727,0.4727,0.0001
達也と愛は山で休憩していた。愛は携帯の画面にあるキスを表示し、,857,1,1,3,4,5,12,13,26,愛,達,愛,愛,達,達,circuit,達,0.6836,0.6836,0.025
駅で陽菜と翔太が帰り支度をしていた。翔太は車のバスケットボールを見つけ、,923,1,4,6,7,9,16,18,26,翔,陽,翔,翔,陽,陽,ablation,陽,0.1543,0.1543,0.0072
庭の隅で愛と結衣が二人きりだった。結衣は衝撃的なネックレスを知り、こっそりと,517,1,5,6,7,9,15,17,34,結,愛,結,結,愛,愛,ablation,愛,0.1855,0.1855,0.0183
店で里奈と愛が練習していた。愛はスナックをキャッチすると、力強く,295,1,3,5,6,7,12,13,24,愛,里,愛,愛,里,里,ablation,飛び,0.0304,0.0016,0.0015
駅で健太と翔太が練習していた。翔太は飲み物をキャッチすると、力強く,350,1,4,6,7,9,14,16,26,翔,健,翔,翔,健,健,circuit,投,0.1318,0.0026,0.0021
山で美優と陽菜が話していた。陽菜は骨を取り出すと、,66,1,3,5,6,8,12,14,20,陽,美,陽,陽,美,美,ablation,美,0.2119,0.2119,0.0082
オフィスで直樹と一輝が練習していた。一輝は飲み物をキャッチすると、力強く,334,1,5,7,8,10,15,17,27,一,直,一,一,直,直,circuit,投,0.106,0.0105,0.0442
店で陽菜と翔太が歩いていたとき、翔太は珍しいスナックを見つけ、すぐに,151,1,3,5,6,8,13,15,24,翔,陽,翔,翔,陽,陽,ablation,店,0.5117,0.0894,0.0039
家で愛と陽菜が歩いていたとき、陽菜は珍しいバスケットボールを見つけ、すぐに,195,1,3,4,5,7,12,14,23,陽,愛,陽,陽,愛,愛,ablation,家,0.0708,0.0378,0.0664
学校の隅で拓也と陽菜が二人きりだった。陽菜は衝撃的なコンピューターを知り、こっそりと,532,1,5,7,8,10,16,18,36,陽,拓,陽,陽,拓,拓,ablation,拓,0.1484,0.1484,0.0101
オフィスの隅で翼と健太が二人きりだった。健太は衝撃的な指輪を知り、こっそりと,544,1,7,8,9,11,17,19,35,健,翼,健,健,翼,翼,eval,翼,0.2656,0.2656,0.0192
大輔と翔太は店にいた。翔太は落ちていたキスを拾い、,73,1,1,3,4,6,11,13,22,翔,大,翔,翔,大,大,ablation,大,0.5117,0.5117,0.0024
葵と翔太は学校で休憩していた。翔太は携帯の画面にある飲み物を表示し、,822,1,1,2,3,5,12,14,27,翔,葵,翔,翔,葵,葵,ablation,葵,0.5664,0.5664,0.001
