prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
千尋と裕太は学校の図書館にいた。光は借りていた飲み物を読み終え、,966,1,1,3,4,6,16,17,27,美,陸,美,美,陸,陸,ablation,裕,0.084,0.0001,0.0002
一輝と加奈は家の図書館にいた。雄大は借りていたキスを読み終え、,985,1,1,3,4,6,15,17,27,大,達,大,大,達,達,ablation,加,0.0796,0.0002,0.0021
哲也と翼がレストランで席に着いた。大樹は熱いネックレスを持ってきて、,381,1,1,3,4,5,13,15,24,翔,亮,翔,翔,亮,亮,ablation,哲,0.2402,0.0,0.0002
病院で一輝と美月が帰り支度をしていた。加奈は車の骨を見つけ、,898,1,4,6,7,9,16,18,24,健,美,健,健,美,美,eval,一,0.1328,0.0488,0.0001
山で一輝と和也が練習していた。大樹は飲み物をキャッチすると、力強く,358,1,3,5,6,8,13,15,25,陽,美,陽,陽,美,美,ablation,投,0.1875,0.0,0.0001
和也と美羽はオフィスで休憩していた。千尋は携帯の画面にあるスナックを表示し、,839,1,1,3,4,6,15,17,31,翔,一,翔,翔,一,一,ablation,和,0.1455,0.0053,0.0
優花と隼人はレストランで修理をしていた。裕太は近くにあった飲み物を掴み、,670,1,1,3,4,6,12,14,24,翔,未来,翔,翔,未来,未来,eval,優,0.0439,0.0,0.0006
駅でさくらと陸が練習していた。光は指輪をキャッチすると、力強く,344,1,4,7,8,9,14,15,25,健,愛,健,健,愛,愛,ablation,手,0.0349,0.0003,0.0001
病院で美羽と誠が乾杯しようとしていた。遥は冷えたバスケットボールを開け、,1043,1,4,6,7,8,15,16,25,葵,優,葵,葵,優,優,ablation,美,0.082,0.0009,0.0
レストランで優花と真央が練習していた。雄大は骨をキャッチすると、力強く,306,1,3,5,6,8,13,15,24,陽,健,陽,陽,健,健,ablation,、,0.0293,0.0004,0.0001
庭で優菜と美羽が本棚を見ていた。智也は面白そうなバスケットボールを選び、,587,1,3,5,6,8,14,16,25,翔,哲,翔,翔,哲,哲,ablation,美,0.0791,0.0,0.0
山で智也と花が乾杯しようとしていた。大樹は冷えたネックレスを開け、,1077,1,3,5,6,7,14,16,25,一,陸,一,一,陸,陸,ablation,山,0.0503,0.0,0.0082
駅で美羽と智也が歩いていたとき、遥は珍しいバスケットボールを見つけ、すぐに,203,1,4,6,7,9,14,15,24,大,葵,大,大,葵,葵,ablation,美,0.1436,0.0,0.0016
庭の隅で達也と直樹が二人きりだった。雄大は衝撃的な骨を知り、こっそりと,514,1,5,7,8,10,16,18,33,結,拓,結,結,拓,拓,ablation,二人,0.1133,0.0,0.0005
杏奈と誠は学校で休憩していた。真央は携帯の画面にあるスナックを表示し、,823,1,1,3,4,5,12,14,28,美,陸,美,美,陸,陸,circuit,誠,0.0947,0.0001,0.0006
レストランで和也と智也が仕事をしていた。光は新しいネックレスを作成し、その内容を,453,1,3,5,6,8,12,13,25,美,葵,美,美,葵,葵,ablation,和,0.1523,0.0,0.0004
直樹と美穂は家で休憩していた。香織は携帯の画面にある骨を表示し、,842,1,1,3,4,7,14,17,29,美,和,美,美,和,和,ablation,直,0.1475,0.0006,0.0952
美月と里奈は店の図書館にいた。雄大は借りていたバスケットボールを読み終え、,939,1,1,3,4,6,16,18,29,美,七,美,美,七,七,ablation,美,0.0615,0.0,0.0615
山の隅で美優と美月が二人きりだった。直樹は衝撃的なバスケットボールを知り、こっそりと,571,1,5,7,5,7,16,18,35,結,哲,結,結,哲,哲,ablation,二人,0.1465,0.0,0.0005
レストランで優花と里奈が仕事をしていた。陸は新しいキスを作成し、その内容を,449,1,3,5,6,8,12,13,24,大,愛,大,大,愛,愛,ablation,リ,0.0679,0.0005,0.0012
駅で優花と里奈が本棚を見ていた。真央は面白そうなバスケットボールを選び、,635,1,4,6,7,9,15,17,26,陽,拓,陽,陽,拓,拓,ablation,優,0.127,0.0,0.0005
涼太と千尋が学校で席に着いた。裕太は熱いスナックを持ってきて、,391,1,1,3,4,6,14,16,25,美,和,美,美,和,和,ablation,涼,0.2109,0.0005,0.0003
店で花と千尋が帰り支度をしていた。誠は車のキスを見つけ、,865,1,3,4,5,7,14,15,22,亮,美,亮,亮,美,美,ablation,千,0.2363,0.0009,0.0
駅で優菜と智也が準備をしていた。遥は余分なコンピューターを持っていたので、,780,1,4,6,7,9,14,15,27,健,葵,健,健,葵,葵,circuit,�,0.0486,0.0,0.0001
庭で美月と涼太が練習していた。遥はキスをキャッチすると、力強く,297,1,3,5,6,8,13,14,24,陽,翼,陽,陽,翼,翼,ablation,「,0.0781,0.0002,0.0006
一輝と優菜は病院で休憩していた。里奈は携帯の画面にあるキスを表示し、,825,1,1,3,4,6,14,16,29,陽,達,陽,陽,達,達,ablation,一,0.1221,0.0002,0.0005
庭で誠と真央が帰り支度をしていた。光は車の骨を見つけ、,874,1,3,4,5,7,14,15,21,彩,杏,彩,彩,杏,杏,ablation,真,0.0645,0.0,0.0
家で美穂と真央が仕事をしていた。光は新しい指輪を作成し、その内容を,480,1,3,6,7,9,13,14,25,美,�,美,美,�,�,ablation,真,0.1318,0.0,0.085
山で美羽と真央が買い物をしていた。雄大は素敵なスナックを購入し、,287,1,3,5,6,8,13,15,25,陽,里,陽,陽,里,里,circuit,美,0.0977,0.0002,0.0002
学校で優花と美羽が仕事をしていた。光は新しいバスケットボールを作成し、その内容を,459,1,3,5,6,8,12,13,25,七,葵,七,七,葵,葵,ablation,優,0.1455,0.0,0.0001
和也と優菜は店の図書館にいた。裕太は借りていた飲み物を読み終え、,942,1,1,3,4,6,16,18,28,哲,七,哲,哲,七,七,ablation,和,0.064,0.0,0.0001
学校で蓮と杏奈が乾杯しようとしていた。雄大は冷えた骨を開け、,1034,1,3,4,5,7,14,16,23,大,愛,大,大,愛,愛,ablation,杏,0.0454,0.0005,0.0031
山で優菜と杏奈が準備をしていた。裕太は余分なバスケットボールを持っていたので、,787,1,3,5,6,8,13,15,26,大,結,大,大,結,結,ablation,山,0.0864,0.0009,0.0017
店で蓮と千尋が練習していた。加奈は飲み物をキャッチすると、力強く,294,1,3,4,5,7,12,14,24,哲,翼,哲,哲,翼,翼,ablation,千,0.0527,0.0,0.0
さくらと優花は店で休憩していた。花は携帯の画面にある指輪を表示し、,792,1,1,4,5,7,6,7,28,結,拓,結,結,拓,拓,ablation,さ,0.5469,0.0,0.0004
庭で智也と加奈が買い物をしていた。雄大は素敵なコンピューターを購入し、,228,1,3,5,6,8,13,15,26,美,直,美,美,直,直,ablation,加,0.0923,0.0009,0.0022
病院で剛と美羽が仕事をしていた。杏奈は新しい指輪を作成し、その内容を,464,1,4,5,6,8,12,14,25,大,葵,大,大,葵,葵,ablation,美,0.2598,0.0,0.0019
レストランで美優と直樹が本棚を見ていた。裕太は面白そうなネックレスを選び、,597,1,3,5,6,8,14,16,25,大,哲,大,大,哲,哲,circuit,直,0.1279,0.0,0.0022
家の隅で裕太と修が二人きりだった。加奈は衝撃的な指輪を知り、こっそりと,552,1,4,6,7,8,14,16,32,涼,花,涼,涼,花,花,ablation,裕,0.0967,0.0009,0.0001
庭で蓮と真央が歩いていたとき、雄大は珍しいバスケットボールを見つけ、すぐに,155,1,3,4,5,7,12,14,23,美,陸,美,美,陸,陸,ablation,真,0.0742,0.0002,0.0007
直樹と陸が学校で席に着いた。美羽は熱い指輪を持ってきて、,384,1,1,3,4,5,13,15,23,大,翼,大,大,翼,翼,ablation,直,0.1484,0.0001,0.0025
学校で達也と美月が帰り支度をしていた。裕太は車の骨を見つけ、,890,1,3,5,6,8,15,17,23,結,美,結,結,美,美,ablation,達,0.0449,0.0374,0.002
駅の隅で直人と楓が二人きりだった。優菜は衝撃的なキスを知り、こっそりと,561,1,6,8,1,3,16,18,34,健,愛,健,健,愛,愛,ablation,直,0.0874,0.0003,0.0001
剛と里奈は家の図書館にいた。誠は借りていたスナックを読み終え、,991,1,1,2,3,5,14,15,26,翼,和,翼,翼,和,和,ablation,家,0.024,0.0014,0.0
一輝と美月はレストランで修理をしていた。真央は近くにあったバスケットボールを掴み、,667,1,1,3,4,6,13,15,26,達,七,達,達,七,七,ablation,美,0.0938,0.0,0.0001
山で美優と葵が買い物をしていた。美月は素敵な指輪を購入し、,280,1,3,5,6,7,3,5,23,陽,亮,陽,陽,亮,亮,ablation,葵,0.4336,0.0,0.0005
オフィスで七海と杏奈が歩いていたとき、裕太は珍しいキスを見つけ、すぐに,185,1,5,7,8,10,15,17,25,翔,美,翔,翔,美,美,ablation,七,0.0728,0.0007,0.0001
裕太と大樹が店で席に着いた。光は熱いネックレスを持ってきて、,365,1,1,3,4,6,14,15,24,優,花,優,優,花,花,ablation,裕,0.5352,0.0003,0.0018
レストランで和也と優菜が話していた。大樹はキスを取り出すと、,17,1,3,5,6,8,12,14,21,翔,哲,翔,翔,哲,哲,ablation,和,0.0776,0.0,0.0
七海と美羽はオフィスで休憩していた。裕太は携帯の画面にあるキスを表示し、,833,1,1,3,4,6,15,17,30,大,陽,大,大,陽,陽,ablation,七,0.2676,0.0001,0.0013
優花と智也が家で席に着いた。大樹は熱い骨を持ってきて、,410,1,1,3,4,6,14,16,23,翔,美,翔,翔,美,美,ablation,二人,0.0933,0.0012,0.0
レストランで大樹と真央が乾杯しようとしていた。加奈は冷えたスナックを開け、,1031,1,3,5,6,8,15,17,26,拓,和,拓,拓,和,和,ablation,真,0.085,0.0002,0.0
里奈と智也が病院で席に着いた。加奈は熱いコンピューターを持ってきて、,396,1,1,3,4,6,15,17,27,健,拓,健,健,拓,拓,eval,リ,0.04,0.0,0.0004
涼太と裕太はレストランにいた。雄大は落ちていたネックレスを拾い、,93,1,1,3,4,6,11,13,23,大,達,大,大,達,達,ablation,涼,0.1309,0.0001,0.0015
店で一輝と和也が買い物をしていた。雄大は素敵なキスを購入し、,217,1,3,5,6,8,13,15,24,大,哲,大,大,哲,哲,ablation,店,0.125,0.0001,0.0045
病院で杏奈と真央が帰り支度をしていた。光は車のスナックを見つけ、,903,1,4,6,7,9,16,17,25,涼,花,涼,涼,花,花,ablation,杏,0.0322,0.0012,0.0001
杏奈と大樹は学校にいた。光は落ちていたキスを拾い、,97,1,1,3,4,6,11,12,21,拓,愛,拓,拓,愛,愛,ablation,杏,0.0977,0.0004,0.0
店で遥と修が仕事をしていた。雄大は新しい指輪を作成し、その内容を,432,1,3,4,5,6,10,12,23,翼,美,翼,翼,美,美,eval,修,0.2061,0.0005,0.0
山で美優と直樹が歩いていたとき、千尋は珍しい飲み物を見つけ、すぐに,214,1,3,5,6,8,13,15,23,結,哲,結,結,哲,哲,ablation,飲,0.0996,0.0,0.0003
駅でさくらと光が練習していた。加奈はネックレスをキャッチすると、力強く,349,1,4,7,8,9,14,16,27,翔,大,翔,翔,大,大,eval,振り,0.0352,0.0005,0.0
庭で涼太と里奈が帰り支度をしていた。聡は車の骨を見つけ、,874,1,3,5,6,8,15,17,23,一,�,一,一,�,�,ablation,庭,0.0459,0.0,0.007
家で七海と一輝が準備をしていた。裕太は余分なキスを持っていたので、,769,1,3,5,6,8,13,15,25,陽,結,陽,陽,結,結,ablation,家,0.0688,0.0023,0.0001
山で哲也と和也が仕事をしていた。直樹は新しい飲み物を作成し、その内容を,502,1,3,5,6,8,12,14,25,翔,健,翔,翔,健,健,ablation,山,0.2256,0.0001,0.0
駅で彩と蓮が練習していた。真央はスナックをキャッチすると、力強く,351,1,4,5,6,7,12,14,25,亮,七,亮,亮,七,七,eval,「,0.0271,0.0,0.0
駅で美月と剛が仕事をしていた。杏奈は新しい骨を作成し、その内容を,490,1,4,6,7,8,12,14,24,一,葵,一,一,葵,葵,ablation,美,0.2383,0.0,0.0021
病院で直樹と里奈が歩いていたとき、蓮は珍しい飲み物を見つけ、すぐに,182,1,4,6,7,9,14,15,23,大,亮,大,大,亮,亮,ablation,飲,0.1797,0.0,0.0019
庭で美月と千尋が仕事をしていた。光は新しいスナックを作成し、その内容を,447,1,3,5,6,8,12,13,25,陽,亮,陽,陽,亮,亮,ablation,美,0.084,0.0,0.0001
店で直樹と蓮が乾杯しようとしていた。大樹は冷えた飲み物を開け、,1014,1,3,5,6,7,14,16,24,陽,愛,陽,陽,愛,愛,ablation,蓮,0.1094,0.0002,0.0001
山で遥と修が話していた。雄大はコンピューターを取り出すと、,68,1,3,4,5,6,10,12,21,愛,里,愛,愛,里,里,ablation,山,0.0493,0.0001,0.0002
学校の隅で誠と真央が二人きりだった。加奈は衝撃的な骨を知り、こっそりと,530,1,5,6,7,9,15,17,32,翔,剛,翔,翔,剛,剛,ablation,真,0.1279,0.0,0.0001
美月と直樹はレストランで修理をしていた。花は近くにあったバスケットボールを掴み、,667,1,1,3,4,6,13,14,25,拓,葵,拓,拓,葵,葵,eval,美,0.1475,0.0,0.0
誠と光は駅の図書館にいた。加奈は借りていたネックレスを読み終え、,997,1,1,2,3,4,15,17,28,翼,智,翼,翼,智,智,ablation,誠,0.1118,0.0,0.0
一輝と裕太は学校で休憩していた。真央は携帯の画面にあるバスケットボールを表示し、,819,1,1,3,4,6,13,15,29,大,達,大,大,達,達,ablation,二人,0.1582,0.0002,0.0023
店で美羽と花が話していた。雄大はネックレスを取り出すと、,5,1,3,5,6,7,11,13,21,一,葵,一,一,葵,葵,ablation,美,0.1187,0.0,0.0043
オフィスで七海と一輝が帰り支度をしていた。和也は車のスナックを見つけ、,911,1,5,7,8,10,17,19,27,大,陽,大,大,陽,陽,ablation,七,0.0562,0.0001,0.0028
家の隅で達也と翼が二人きりだった。美月は衝撃的なスナックを知り、こっそりと,559,1,4,6,7,8,14,16,33,陽,亮,陽,陽,亮,亮,ablation,達,0.1533,0.0,0.0001
レストランで和也と優菜が仕事をしていた。花は新しい飲み物を作成し、その内容を,454,1,3,5,6,8,12,13,24,美,翼,美,美,翼,翼,ablation,和,0.2148,0.0,0.0003
病院で健太と直樹が仕事をしていた。美羽は新しい指輪を作成し、その内容を,464,1,4,6,7,9,13,15,26,翔,大,翔,翔,大,大,circuit,直,0.1196,0.0009,0.0
駅で亮と千尋が乾杯しようとしていた。雄大は冷えたキスを開け、,1065,1,4,5,6,8,15,17,25,拓,愛,拓,拓,愛,愛,ablation,千,0.1138,0.0006,0.0
直樹と彩は庭で修理をしていた。誠は近くにあったネックレスを掴み、,661,1,1,3,4,5,12,13,24,愛,一,愛,愛,一,一,ablation,直,0.1562,0.0057,0.0009
美月と真央はオフィスにいた。修は落ちていたネックレスを拾い、,117,1,1,3,4,6,13,14,24,大,葵,大,大,葵,葵,ablation,美,0.1318,0.0,0.0006
山で剛と蓮が歩いていたとき、修は珍しい骨を見つけ、すぐに,210,1,3,4,5,6,11,12,19,亮,彩,亮,亮,彩,彩,ablation,山,0.1416,0.0,0.0
オフィスで美月と里奈が帰り支度をしていた。裕太は車のキスを見つけ、,905,1,5,7,8,10,17,19,26,達,七,達,達,七,七,ablation,美,0.0508,0.0001,0.0001
店で美羽と裕太が歩いていたとき、雄大は珍しい骨を見つけ、すぐに,146,1,3,5,6,8,13,15,22,一,優,一,一,優,優,ablation,美,0.1455,0.0012,0.0014
和也と優花は家にいた。修は落ちていた骨を拾い、,122,1,1,3,4,6,11,12,20,健,亮,健,健,亮,亮,ablation,和,0.0635,0.0,0.0001
学校で七海と葵が話していた。大樹は骨を取り出すと、,26,1,3,5,6,7,11,13,19,翔,亮,翔,翔,亮,亮,ablation,葵,0.1865,0.0,0.0
店で陸と花が本棚を見ていた。修は面白そうな指輪を選び、,576,1,3,4,5,6,12,13,21,愛,剛,愛,愛,剛,剛,ablation,店,0.2256,0.0,0.0012
裕太と大樹はレストランにいた。修は落ちていたキスを拾い、,89,1,1,3,4,6,11,12,21,健,葵,健,健,葵,葵,ablation,裕,0.3984,0.0001,0.0001
直樹と里奈は家で休憩していた。千尋は携帯の画面にあるバスケットボールを表示し、,843,1,1,3,4,6,13,15,29,健,涼,健,健,涼,涼,ablation,直,0.125,0.0002,0.0002
隼人と智也は店にいた。美穂は落ちていたスナックを拾い、,79,1,1,3,3,5,10,13,23,涼,直,涼,涼,直,直,ablation,二人,0.0522,0.0006,0.0002
杏奈と遥はオフィスにいた。修は落ちていた指輪を拾い、,112,1,1,3,4,5,12,13,22,陸,智,陸,陸,智,智,ablation,二人,0.0481,0.0,0.0
達也と直樹は駅で修理をしていた。加奈は近くにあった指輪を掴み、,704,1,1,3,4,6,14,16,26,哲,美,哲,哲,美,美,ablation,直,0.0903,0.0006,0.0
山で一輝と葵が本棚を見ていた。大樹は面白そうなバスケットボールを選び、,643,1,3,5,6,7,13,15,24,翔,愛,翔,翔,愛,愛,ablation,山,0.1807,0.0004,0.0001
優菜と美羽は駅で休憩していた。加奈は携帯の画面にあるキスを表示し、,849,1,1,3,4,6,14,16,29,一,涼,一,一,涼,涼,ablation,優,0.1055,0.0001,0.003
さくらと千尋は店にいた。誠は落ちていた骨を拾い、,74,1,1,4,5,7,12,13,21,陽,結,陽,陽,結,結,ablation,さ,0.0918,0.0007,0.0002
庭で直樹と里奈が準備をしていた。裕太は余分なバスケットボールを持っていたので、,731,1,3,5,6,8,13,15,26,翔,優,翔,翔,優,優,ablation,庭,0.0498,0.0007,0.0002
学校で隼人と花が準備をしていた。美穂は余分な飲み物を持っていたので、,750,1,3,5,5,6,11,14,24,拓,葵,拓,拓,葵,葵,ablation,二人,0.0649,0.0,0.0
オフィスの隅で優菜と智也が二人きりだった。修は衝撃的な骨を知り、こっそりと,546,1,7,9,10,12,18,19,34,翔,葵,翔,翔,葵,葵,ablation,優,0.083,0.0,0.0
